{'中债国债到期收益率_0年': 1.8753, '中债国债到期收益率_1个月': 1.9697, '中债国债到期收益率_2个月': 2.1626, '中债国债到期收益率_3个月': 2.2838, '中债国债到期收益率_6个月': 2.6692, '中债国债到期收益率_9个月': 2.7435, '中债国债到期收益率_1年': 2.7516, '中债国债到期收益率_2年': 2.9139, '中债国债到期收益率_3年': 3.1641, '中债国债到期收益率_4年': 3.265, '中债国债到期收益率_5年': 3.3143, '中债国债到期收益率_6年': 3.4352, '中债国债到期收益率_7年': 3.5016, '中债国债到期收益率_8年': 3.5077, '中债国债到期收益率_9年': 3.5097, '中债国债到期收益率_10年': 3.5113, '中债国债到期收益率_15年': 3.7802, '中债国债到期收益率_20年': 3.8213, '中债国债到期收益率_30年': 4.0604, '中债国债到期收益率_40年': 4.0644, '中债国债到期收益率_50年': 4.0691, 'Date': datetime.date(2018, 11, 6)}
{'中债国债到期收益率_0年': 1.8729, '中债国债到期收益率_1个月': 1.9717, '中债国债到期收益率_2个月': 2.1696, '中债国债到期收益率_3个月': 2.2791, '中债国债到期收益率_6个月': 2.6545, '中债国债到期收益率_9个月': 2.7187, '中债国债到期收益率_1年': 2.7269, '中债国债到期收益率_2年': 2.8807, '中债国债到期收益率_3年': 3.1139, '中债国债到期收益率_4年': 3.2246, '中债国债到期收益率_5年': 3.2954, '中债国债到期收益率_6年': 3.4212, '中债国债到期收益率_7年': 3.4801, '中债国债到期收益率_8年': 3.48, '中债国债到期收益率_9年': 3.48, '中债国债到期收益率_10年': 3.4813, '中债国债到期收益率_15年': 3.7552, '中债国债到期收益率_20年': 3.7963, '中债国债到期收益率_30年': 4.0404, '中债国债到期收益率_40年': 4.0444, '中债国债到期收益率_50年': 4.0491, 'Date': datetime.date(2018, 11, 7)}
{'中债国债到期收益率_0年': 1.8729, '中债国债到期收益率_1个月': 1.9775, '中债国债到期收益率_2个月': 2.1753, '中债国债到期收益率_3个月': 2.2761, '中债国债到期收益率_6个月': 2.6281, '中债国债到期收益率_9个月': 2.6696, '中债国债到期收益率_1年': 2.6771, '中债国债到期收益率_2年': 2.845, '中债国债到期收益率_3年': 3.0956, '中债国债到期收益率_4年': 3.2137, '中债国债到期收益率_5年': 3.2885, '中债国债到期收益率_6年': 3.4155, '中债国债到期收益率_7年': 3.4759, '中债国债到期收益率_8年': 3.4789, '中债国债到期收益率_9年': 3.4799, '中债国债到期收益率_10年': 3.4813, '中债国债到期收益率_15年': 3.7552, '中债国债到期收益率_20年': 3.7963, '中债国债到期收益率_30年': 4.0404, '中债国债到期收益率_40年': 4.0444, '中债国债到期收益率_50年': 4.0491, 'Date': datetime.date(2018, 11, 8)}
{'中债国债到期收益率_0年': 1.8729, '中债国债到期收益率_1个月': 1.9775, '中债国债到期收益率_2个月': 2.1939, '中债国债到期收益率_3个月': 2.2511, '中债国债到期收益率_6个月': 2.5164, '中债国债到期收益率_9个月': 2.6501, '中债国债到期收益率_1年': 2.6586, '中债国债到期收益率_2年': 2.8248, '中债国债到期收益率_3年': 3.0866, '中债国债到期收益率_4年': 3.202, '中债国债到期收益率_5年': 3.271, '中债国债到期收益率_6年': 3.405, '中债国债到期收益率_7年': 3.471, '中债国债到期收益率_8年': 3.4739, '中债国债到期收益率_9年': 3.4749, '中债国债到期收益率_10年': 3.4763, '中债国债到期收益率_15年': 3.7527, '中债国债到期收益率_20年': 3.7938, '中债国债到期收益率_30年': 4.0404, '中债国债到期收益率_40年': 4.0444, '中债国债到期收益率_50年': 4.0491, 'Date': datetime.date(2018, 11, 9)}
{'中债国债到期收益率_0年': 2.0, '中债国债到期收益率_1个月': 2.0001, '中债国债到期收益率_2个月': 2.1648, '中债国债到期收益率_3个月': 2.2025, '中债国债到期收益率_6个月': 2.5303, '中债国债到期收益率_9个月': 2.604, '中债国债到期收益率_1年': 2.6123, '中债国债到期收益率_2年': 2.8009, '中债国债到期收益率_3年': 3.0953, '中债国债到期收益率_4年': 3.2096, '中债国债到期收益率_5年': 3.2665, '中债国债到期收益率_6年': 3.4003, '中债国债到期收益率_7年': 3.4727, '中债国债到期收益率_8年': 3.4816, '中债国债到期收益率_9年': 3.4844, '中债国债到期收益率_10年': 3.4865, '中债国债到期收益率_15年': 3.7565, '中债国债到期收益率_20年': 3.7976, '中债国债到期收益率_30年': 4.0379, '中债国债到期收益率_40年': 4.0419, '中债国债到期收益率_50年': 4.0466, 'Date': datetime.date(2018, 11, 12)}
{'中债国债到期收益率_0年': 2.0, '中债国债到期收益率_1个月': 2.0001, '中债国债到期收益率_2个月': 2.1575, '中债国债到期收益率_3个月': 2.205, '中债国债到期收益率_6个月': 2.5217, '中债国债到期收益率_9个月': 2.583, '中债国债到期收益率_1年': 2.5913, '中债国债到期收益率_2年': 2.7792, '中债国债到期收益率_3年': 3.0706, '中债国债到期收益率_4年': 3.1864, '中债国债到期收益率_5年': 3.2471, '中债国债到期收益率_6年': 3.3879, '中债国债到期收益率_7年': 3.4623, '中债国债到期收益率_8年': 3.4697, '中债国债到期收益率_9年': 3.4721, '中债国债到期收益率_10年': 3.474, '中债国债到期收益率_15年': 3.7441, '中债国债到期收益率_20年': 3.7852, '中债国债到期收益率_30年': 4.0254, '中债国债到期收益率_40年': 4.0294, '中债国债到期收益率_50年': 4.0341, 'Date': datetime.date(2018, 11, 13)}
{'中债国债到期收益率_0年': 1.857, '中债国债到期收益率_1个月': 1.9252, '中债国债到期收益率_2个月': 2.1371, '中债国债到期收益率_3个月': 2.2178, '中债国债到期收益率_6个月': 2.5501, '中债国债到期收益率_9个月': 2.551, '中债国债到期收益率_1年': 2.559, '中债国债到期收益率_2年': 2.7332, '中债国债到期收益率_3年': 2.9891, '中债国债到期收益率_4年': 3.0881, '中债国债到期收益率_5年': 3.1367, '中债国债到期收益率_6年': 3.3036, '中债国债到期收益率_7年': 3.4037, '中债国债到期收益率_8年': 3.4155, '中债国债到期收益率_9年': 3.4193, '中债国债到期收益率_10年': 3.4218, '中债国债到期收益率_15年': 3.7054, '中债国债到期收益率_20年': 3.7464, '中债国债到期收益率_30年': 4.0004, '中债国债到期收益率_40年': 4.0044, '中债国债到期收益率_50年': 4.0091, 'Date': datetime.date(2018, 11, 14)}
{'中债国债到期收益率_0年': 1.871, '中债国债到期收益率_1个月': 1.9046, '中债国债到期收益率_2个月': 2.1283, '中债国债到期收益率_3个月': 2.2552, '中债国债到期收益率_6个月': 2.5027, '中债国债到期收益率_9个月': 2.5012, '中债国债到期收益率_1年': 2.5092, '中债国债到期收益率_2年': 2.7051, '中债国债到期收益率_3年': 2.9897, '中债国债到期收益率_4年': 3.0965, '中债国债到期收益率_5年': 3.1359, '中债国债到期收益率_6年': 3.3034, '中债国债到期收益率_7年': 3.395, '中债国债到期收益率_8年': 3.3933, '中债国债到期收益率_9年': 3.3909, '中债国债到期收益率_10年': 3.3915, '中债国债到期收益率_15年': 3.6654, '中债国债到期收益率_20年': 3.7064, '中债国债到期收益率_30年': 3.9504, '中债国债到期收益率_40年': 3.9544, '中债国债到期收益率_50年': 3.9591, 'Date': datetime.date(2018, 11, 15)}
Sucessful
{'中债国债到期收益率_0年': 1.7893, '中债国债到期收益率_1个月': 2.0305, '中债国债到期收益率_2个月': 2.0508, '中债国债到期收益率_3个月': 2.0648, '中债国债到期收益率_6个月': 2.6043, '中债国债到期收益率_9个月': 2.9008, '中债国债到期收益率_1年': 2.9579, '中债国债到期收益率_2年': 3.143, '中债国债到期收益率_3年': 3.2884, '中债国债到期收益率_4年': 3.371, '中债国债到期收益率_5年': 3.4431, '中债国债到期收益率_6年': 3.5645, '中债国债到期收益率_7年': 3.625, '中债国债到期收益率_8年': 3.6219, '中债国债到期收益率_9年': 3.617, '中债国债到期收益率_10年': 3.6155, '中债国债到期收益率_15年': 3.8891, '中债国债到期收益率_20年': 3.9302, '中债国债到期收益率_30年': 4.1801, '中债国债到期收益率_40年': 4.1823, '中债国债到期收益率_50年': 4.1843, 'Date': datetime.date(2018, 10, 8)}
